country_iso3,country_name,year,value,indicator_code,indicator_name,source
TJK,,2020,,MDG_0000000001,,WHO GHO
DNK,,2005,,MDG_0000000001,,WHO GHO
SLV,,2004,,MDG_0000000001,,WHO GHO
UNSDG_NORTHAFR,,2021,,MDG_0000000001,,WHO GHO
ITA,,2000,,MDG_0000000001,,WHO GHO
UNICEFREGIONSSA,,2023,,MDG_0000000001,,WHO GHO
UNSDG_SIDS,,2000,,MDG_0000000001,,WHO GHO
ALB,,2018,,MDG_0000000001,,WHO GHO
ROU,,2020,,MDG_0000000001,,WHO GHO
UNICEFREGIONWCA,,2023,,MDG_0000000001,,WHO GHO
UNICEFREGIONESA,,2020,,MDG_0000000001,,WHO GHO
TZA,,2008,,MDG_0000000001,,WHO GHO
POL,,2012,,MDG_0000000001,,WHO GHO
CAN,,2013,,MDG_0000000001,,WHO GHO
CIV,,2015,,MDG_0000000001,,WHO GHO
HUN,,2020,,MDG_0000000001,,WHO GHO
CRI,,2007,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIANORTHERNAFR,,2011,,MDG_0000000001,,WHO GHO
UNSDG_NORTHAFR,,2023,,MDG_0000000001,,WHO GHO
TUN,,2021,,MDG_0000000001,,WHO GHO
DOM,,2016,,MDG_0000000001,,WHO GHO
KNA,,2019,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIANORTHERNAFR,,2013,,MDG_0000000001,,WHO GHO
AIA,,2022,,MDG_0000000001,,WHO GHO
CMR,,2003,,MDG_0000000001,,WHO GHO
CMR,,2001,,MDG_0000000001,,WHO GHO
MCO,,2004,,MDG_0000000001,,WHO GHO
UNSDG_CENTRALASIASOUTHERNASIA,,2000,,MDG_0000000001,,WHO GHO
HND,,2004,,MDG_0000000001,,WHO GHO
BLR,,2010,,MDG_0000000001,,WHO GHO
TZA,,2014,,MDG_0000000001,,WHO GHO
LBN,,2017,,MDG_0000000001,,WHO GHO
UNSDG_LLDC,,2020,,MDG_0000000001,,WHO GHO
WB_HI,,2019,,MDG_0000000001,,WHO GHO
SYR,,2010,,MDG_0000000001,,WHO GHO
SVK,,2007,,MDG_0000000001,,WHO GHO
MNG,,2015,,MDG_0000000001,,WHO GHO
UNSDG_OCEANIA,,2000,,MDG_0000000001,,WHO GHO
URY,,2007,,MDG_0000000001,,WHO GHO
LAO,,2010,,MDG_0000000001,,WHO GHO
BRN,,2013,,MDG_0000000001,,WHO GHO
NIC,,2018,,MDG_0000000001,,WHO GHO
BDI,,2001,,MDG_0000000001,,WHO GHO
KOR,,2012,,MDG_0000000001,,WHO GHO
URY,,2021,,MDG_0000000001,,WHO GHO
BGD,,2023,,MDG_0000000001,,WHO GHO
UNSDG_CENTRALASIASOUTHERNASIA,,2004,,MDG_0000000001,,WHO GHO
FJI,,2005,,MDG_0000000001,,WHO GHO
TZA,,2020,,MDG_0000000001,,WHO GHO
MUS,,2003,,MDG_0000000001,,WHO GHO
SWE,,2015,,MDG_0000000001,,WHO GHO
USA,,2002,,MDG_0000000001,,WHO GHO
PAN,,2018,,MDG_0000000001,,WHO GHO
MCO,,2009,,MDG_0000000001,,WHO GHO
SLB,,2001,,MDG_0000000001,,WHO GHO
SWZ,,2004,,MDG_0000000001,,WHO GHO
ESP,,2002,,MDG_0000000001,,WHO GHO
WB_UMI,,2002,,MDG_0000000001,,WHO GHO
UNSDG_CENTRALASIA,,2018,,MDG_0000000001,,WHO GHO
ZMB,,2004,,MDG_0000000001,,WHO GHO
SUR,,2016,,MDG_0000000001,,WHO GHO
GLOBAL,,2016,,MDG_0000000001,,WHO GHO
SGP,,2008,,MDG_0000000001,,WHO GHO
TZA,,2020,,MDG_0000000001,,WHO GHO
QAT,,2021,,MDG_0000000001,,WHO GHO
LBR,,2020,,MDG_0000000001,,WHO GHO
MDV,,2010,,MDG_0000000001,,WHO GHO
ZMB,,2003,,MDG_0000000001,,WHO GHO
GBR,,2005,,MDG_0000000001,,WHO GHO
WB_LI,,2008,,MDG_0000000001,,WHO GHO
FIN,,2011,,MDG_0000000001,,WHO GHO
KEN,,2011,,MDG_0000000001,,WHO GHO
ARG,,2003,,MDG_0000000001,,WHO GHO
TKM,,2001,,MDG_0000000001,,WHO GHO
FRA,,2013,,MDG_0000000001,,WHO GHO
PAK,,2001,,MDG_0000000001,,WHO GHO
DEU,,2019,,MDG_0000000001,,WHO GHO
MKD,,2007,,MDG_0000000001,,WHO GHO
GRD,,2022,,MDG_0000000001,,WHO GHO
PNG,,2005,,MDG_0000000001,,WHO GHO
LCA,,2003,,MDG_0000000001,,WHO GHO
CRI,,2013,,MDG_0000000001,,WHO GHO
MDG,,2015,,MDG_0000000001,,WHO GHO
DNK,,2001,,MDG_0000000001,,WHO GHO
EMR,,2000,,MDG_0000000001,,WHO GHO
GEO,,2018,,MDG_0000000001,,WHO GHO
SVN,,2018,,MDG_0000000001,,WHO GHO
NIC,,2014,,MDG_0000000001,,WHO GHO
ZAF,,2006,,MDG_0000000001,,WHO GHO
CIV,,2003,,MDG_0000000001,,WHO GHO
UNSDG_EUROPE,,2005,,MDG_0000000001,,WHO GHO
IRL,,2001,,MDG_0000000001,,WHO GHO
MUS,,2020,,MDG_0000000001,,WHO GHO
KOR,,2008,,MDG_0000000001,,WHO GHO
AIA,,2023,,MDG_0000000001,,WHO GHO
GEO,,2009,,MDG_0000000001,,WHO GHO
AUS,,2016,,MDG_0000000001,,WHO GHO
WB_HI,,2003,,MDG_0000000001,,WHO GHO
UNICEF_MENARO,,2015,,MDG_0000000001,,WHO GHO
WB_LI,,2011,,MDG_0000000001,,WHO GHO
VGB,,2009,,MDG_0000000001,,WHO GHO
PNG,,2019,,MDG_0000000001,,WHO GHO
DMA,,2005,,MDG_0000000001,,WHO GHO
LBY,,2022,,MDG_0000000001,,WHO GHO
SVK,,2001,,MDG_0000000001,,WHO GHO
VCT,,2009,,MDG_0000000001,,WHO GHO
ESP,,2009,,MDG_0000000001,,WHO GHO
LBR,,2005,,MDG_0000000001,,WHO GHO
LKA,,2023,,MDG_0000000001,,WHO GHO
UNICEFREGIONESA,,2011,,MDG_0000000001,,WHO GHO
UNICEFREGIONSA,,2008,,MDG_0000000001,,WHO GHO
LBN,,2008,,MDG_0000000001,,WHO GHO
NRU,,2009,,MDG_0000000001,,WHO GHO
MNE,,2004,,MDG_0000000001,,WHO GHO
JAM,,2015,,MDG_0000000001,,WHO GHO
FIN,,2001,,MDG_0000000001,,WHO GHO
LSO,,2020,,MDG_0000000001,,WHO GHO
AFR,,2010,,MDG_0000000001,,WHO GHO
ROU,,2018,,MDG_0000000001,,WHO GHO
MDG,,2003,,MDG_0000000001,,WHO GHO
MNG,,2013,,MDG_0000000001,,WHO GHO
YEM,,2020,,MDG_0000000001,,WHO GHO
UNSDG_SOUTHEASTERNASIA,,2017,,MDG_0000000001,,WHO GHO
UNSDG_EASTERNASIA,,2000,,MDG_0000000001,,WHO GHO
UNICEFREGIONMENA,,2020,,MDG_0000000001,,WHO GHO
LTU,,2003,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAC,,2021,,MDG_0000000001,,WHO GHO
CAN,,2017,,MDG_0000000001,,WHO GHO
AZE,,2014,,MDG_0000000001,,WHO GHO
UNICEF_ECARO,,2011,,MDG_0000000001,,WHO GHO
UNSDG_LLDC,,2022,,MDG_0000000001,,WHO GHO
PAN,,2018,,MDG_0000000001,,WHO GHO
GIN,,2007,,MDG_0000000001,,WHO GHO
JOR,,2020,,MDG_0000000001,,WHO GHO
PSE,,2022,,MDG_0000000001,,WHO GHO
ERI,,2001,,MDG_0000000001,,WHO GHO
UNICEFREGIONWE,,2018,,MDG_0000000001,,WHO GHO
BRA,,2018,,MDG_0000000001,,WHO GHO
IRQ,,2023,,MDG_0000000001,,WHO GHO
MDA,,2010,,MDG_0000000001,,WHO GHO
MNE,,2007,,MDG_0000000001,,WHO GHO
SYC,,2014,,MDG_0000000001,,WHO GHO
KWT,,2011,,MDG_0000000001,,WHO GHO
UNICEFREGIONESA,,2008,,MDG_0000000001,,WHO GHO
UNSDG_SOUTHASIA,,2015,,MDG_0000000001,,WHO GHO
PRK,,2012,,MDG_0000000001,,WHO GHO
THA,,2023,,MDG_0000000001,,WHO GHO
SEN,,2006,,MDG_0000000001,,WHO GHO
UNICEFREGIONNA,,2012,,MDG_0000000001,,WHO GHO
UNICEF_EAPRO,,2017,,MDG_0000000001,,WHO GHO
UNSDG_SOUTHASIA,,2007,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIANORTHERNAFR,,2006,,MDG_0000000001,,WHO GHO
MKD,,2011,,MDG_0000000001,,WHO GHO
FSM,,2011,,MDG_0000000001,,WHO GHO
ARG,,2015,,MDG_0000000001,,WHO GHO
ROU,,2001,,MDG_0000000001,,WHO GHO
AMR,,2013,,MDG_0000000001,,WHO GHO
AZE,,2020,,MDG_0000000001,,WHO GHO
CHN,,2018,,MDG_0000000001,,WHO GHO
COK,,2001,,MDG_0000000001,,WHO GHO
MLI,,2021,,MDG_0000000001,,WHO GHO
NIC,,2006,,MDG_0000000001,,WHO GHO
UNICEFREGIONESA,,2002,,MDG_0000000001,,WHO GHO
IRL,,2020,,MDG_0000000001,,WHO GHO
IRQ,,2010,,MDG_0000000001,,WHO GHO
UNSDG_CENTRALASIASOUTHERNASIA,,2015,,MDG_0000000001,,WHO GHO
GNB,,2013,,MDG_0000000001,,WHO GHO
PSE,,2019,,MDG_0000000001,,WHO GHO
UNSDG_NORTHERNAMR,,2018,,MDG_0000000001,,WHO GHO
ALB,,2022,,MDG_0000000001,,WHO GHO
KHM,,2019,,MDG_0000000001,,WHO GHO
LVA,,2011,,MDG_0000000001,,WHO GHO
AFR,,2004,,MDG_0000000001,,WHO GHO
NPL,,2017,,MDG_0000000001,,WHO GHO
TJK,,2020,,MDG_0000000001,,WHO GHO
UNICEFREGIONESA,,2022,,MDG_0000000001,,WHO GHO
IDN,,2015,,MDG_0000000001,,WHO GHO
UNICEFREGIONSA,,2001,,MDG_0000000001,,WHO GHO
CRI,,2023,,MDG_0000000001,,WHO GHO
CHE,,2002,,MDG_0000000001,,WHO GHO
PRK,,2014,,MDG_0000000001,,WHO GHO
MWI,,2017,,MDG_0000000001,,WHO GHO
CHN,,2004,,MDG_0000000001,,WHO GHO
GEO,,2006,,MDG_0000000001,,WHO GHO
BHR,,2009,,MDG_0000000001,,WHO GHO
GLOBAL,,2018,,MDG_0000000001,,WHO GHO
ALB,,2008,,MDG_0000000001,,WHO GHO
UNICEFREGIONSA,,2003,,MDG_0000000001,,WHO GHO
POL,,2004,,MDG_0000000001,,WHO GHO
NER,,2003,,MDG_0000000001,,WHO GHO
KGZ,,2015,,MDG_0000000001,,WHO GHO
VEN,,2018,,MDG_0000000001,,WHO GHO
TCD,,2023,,MDG_0000000001,,WHO GHO
NAM,,2009,,MDG_0000000001,,WHO GHO
LAO,,2013,,MDG_0000000001,,WHO GHO
WB_LI,,2003,,MDG_0000000001,,WHO GHO
WB_UMI,,2015,,MDG_0000000001,,WHO GHO
NOR,,2005,,MDG_0000000001,,WHO GHO
UNSDG_LLDC,,2014,,MDG_0000000001,,WHO GHO
UNICEFREGIONWE,,2016,,MDG_0000000001,,WHO GHO
MKD,,2010,,MDG_0000000001,,WHO GHO
ATG,,2012,,MDG_0000000001,,WHO GHO
WSM,,2018,,MDG_0000000001,,WHO GHO
UNICEFREGIONLAC,,2017,,MDG_0000000001,,WHO GHO
GNQ,,2012,,MDG_0000000001,,WHO GHO
BRN,,2001,,MDG_0000000001,,WHO GHO
UNICEFREGIONSSA,,2003,,MDG_0000000001,,WHO GHO
BOL,,2003,,MDG_0000000001,,WHO GHO
MHL,,2009,,MDG_0000000001,,WHO GHO
MLI,,2004,,MDG_0000000001,,WHO GHO
MNG,,2002,,MDG_0000000001,,WHO GHO
GUY,,2021,,MDG_0000000001,,WHO GHO
PLW,,2008,,MDG_0000000001,,WHO GHO
ETH,,2007,,MDG_0000000001,,WHO GHO
GUY,,2019,,MDG_0000000001,,WHO GHO
LUX,,2001,,MDG_0000000001,,WHO GHO
SRB,,2020,,MDG_0000000001,,WHO GHO
ISL,,2019,,MDG_0000000001,,WHO GHO
PSE,,2018,,MDG_0000000001,,WHO GHO
ESP,,2016,,MDG_0000000001,,WHO GHO
CPV,,2004,,MDG_0000000001,,WHO GHO
BHR,,2005,,MDG_0000000001,,WHO GHO
UNICEF_ROSA,,2001,,MDG_0000000001,,WHO GHO
BOL,,2015,,MDG_0000000001,,WHO GHO
BTN,,2009,,MDG_0000000001,,WHO GHO
GMB,,2000,,MDG_0000000001,,WHO GHO
UNICEF_LACRO,,2022,,MDG_0000000001,,WHO GHO
KOR,,2013,,MDG_0000000001,,WHO GHO
PSE,,2020,,MDG_0000000001,,WHO GHO
PHL,,2018,,MDG_0000000001,,WHO GHO
JAM,,2018,,MDG_0000000001,,WHO GHO
FSM,,2019,,MDG_0000000001,,WHO GHO
GUY,,2001,,MDG_0000000001,,WHO GHO
UNSDG_CENTRALASIASOUTHERNASIA,,2012,,MDG_0000000001,,WHO GHO
CIV,,2019,,MDG_0000000001,,WHO GHO
PRY,,2007,,MDG_0000000001,,WHO GHO
LSO,,2003,,MDG_0000000001,,WHO GHO
SEN,,2023,,MDG_0000000001,,WHO GHO
SAU,,2019,,MDG_0000000001,,WHO GHO
WPR,,2015,,MDG_0000000001,,WHO GHO
SDN,,2002,,MDG_0000000001,,WHO GHO
BLZ,,2021,,MDG_0000000001,,WHO GHO
GEO,,2002,,MDG_0000000001,,WHO GHO
UNICEFREGIONSA,,2012,,MDG_0000000001,,WHO GHO
GNB,,2006,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIANORTHERNAFR,,2003,,MDG_0000000001,,WHO GHO
UNSDG_OCEANIA,,2005,,MDG_0000000001,,WHO GHO
RWA,,2013,,MDG_0000000001,,WHO GHO
UNSDG_SIDS,,2012,,MDG_0000000001,,WHO GHO
SGP,,2018,,MDG_0000000001,,WHO GHO
COK,,2022,,MDG_0000000001,,WHO GHO
PAK,,2005,,MDG_0000000001,,WHO GHO
DEU,,2000,,MDG_0000000001,,WHO GHO
NOR,,2007,,MDG_0000000001,,WHO GHO
AND,,2011,,MDG_0000000001,,WHO GHO
COM,,2004,,MDG_0000000001,,WHO GHO
UNSDG_CENTRALASIASOUTHERNASIA,,2018,,MDG_0000000001,,WHO GHO
BIH,,2013,,MDG_0000000001,,WHO GHO
UNICEF_EAPRO,,2014,,MDG_0000000001,,WHO GHO
AIA,,2015,,MDG_0000000001,,WHO GHO
MEX,,2002,,MDG_0000000001,,WHO GHO
UNSDG_NORTHAFR,,2010,,MDG_0000000001,,WHO GHO
EUR,,2007,,MDG_0000000001,,WHO GHO
BLZ,,2011,,MDG_0000000001,,WHO GHO
LBN,,2004,,MDG_0000000001,,WHO GHO
MDA,,2016,,MDG_0000000001,,WHO GHO
KIR,,2022,,MDG_0000000001,,WHO GHO
NPL,,2009,,MDG_0000000001,,WHO GHO
UKR,,2001,,MDG_0000000001,,WHO GHO
VCT,,2015,,MDG_0000000001,,WHO GHO
SVK,,2005,,MDG_0000000001,,WHO GHO
GNQ,,2021,,MDG_0000000001,,WHO GHO
GBR,,2000,,MDG_0000000001,,WHO GHO
PHL,,2019,,MDG_0000000001,,WHO GHO
MNE,,2014,,MDG_0000000001,,WHO GHO
MDA,,2022,,MDG_0000000001,,WHO GHO
KEN,,2013,,MDG_0000000001,,WHO GHO
SLB,,2020,,MDG_0000000001,,WHO GHO
UNSDG_SUBSAHARANAFRICA,,2011,,MDG_0000000001,,WHO GHO
BRA,,2000,,MDG_0000000001,,WHO GHO
UNSDG_NORTHERNAMR,,2016,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIANORTHERNAFR,,2008,,MDG_0000000001,,WHO GHO
MOZ,,2009,,MDG_0000000001,,WHO GHO
ZAF,,2001,,MDG_0000000001,,WHO GHO
KWT,,2000,,MDG_0000000001,,WHO GHO
VUT,,2004,,MDG_0000000001,,WHO GHO
UNSDG_OCEANIA,,2019,,MDG_0000000001,,WHO GHO
EMR,,2023,,MDG_0000000001,,WHO GHO
AIA,,2005,,MDG_0000000001,,WHO GHO
TCA,,2021,,MDG_0000000001,,WHO GHO
UNICEFREGIONWCA,,2011,,MDG_0000000001,,WHO GHO
ARE,,2004,,MDG_0000000001,,WHO GHO
CHE,,2023,,MDG_0000000001,,WHO GHO
SVN,,2009,,MDG_0000000001,,WHO GHO
GAB,,2015,,MDG_0000000001,,WHO GHO
UNICEFREGIONMENA,,2008,,MDG_0000000001,,WHO GHO
WB_UMI,,2018,,MDG_0000000001,,WHO GHO
SYC,,2000,,MDG_0000000001,,WHO GHO
TZA,,2001,,MDG_0000000001,,WHO GHO
SEN,,2021,,MDG_0000000001,,WHO GHO
BEL,,2012,,MDG_0000000001,,WHO GHO
KWT,,2015,,MDG_0000000001,,WHO GHO
TGO,,2011,,MDG_0000000001,,WHO GHO
POL,,2015,,MDG_0000000001,,WHO GHO
UNSDG_OCEANIA,,2022,,MDG_0000000001,,WHO GHO
SWE,,2018,,MDG_0000000001,,WHO GHO
CZE,,2005,,MDG_0000000001,,WHO GHO
ZAF,,2022,,MDG_0000000001,,WHO GHO
URY,,2004,,MDG_0000000001,,WHO GHO
CHL,,2015,,MDG_0000000001,,WHO GHO
GEO,,2017,,MDG_0000000001,,WHO GHO
JPN,,2010,,MDG_0000000001,,WHO GHO
TJK,,2005,,MDG_0000000001,,WHO GHO
WB_LI,,2013,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAP,,2006,,MDG_0000000001,,WHO GHO
IRL,,2011,,MDG_0000000001,,WHO GHO
FIN,,2009,,MDG_0000000001,,WHO GHO
ETH,,2009,,MDG_0000000001,,WHO GHO
JOR,,2014,,MDG_0000000001,,WHO GHO
UNSDG_EASTERNASIASOUTHEASTERNASIA,,2023,,MDG_0000000001,,WHO GHO
SVN,,2010,,MDG_0000000001,,WHO GHO
EGY,,2003,,MDG_0000000001,,WHO GHO
FSM,,2010,,MDG_0000000001,,WHO GHO
MNE,,2023,,MDG_0000000001,,WHO GHO
SGP,,2010,,MDG_0000000001,,WHO GHO
GRC,,2022,,MDG_0000000001,,WHO GHO
WB_HI,,2016,,MDG_0000000001,,WHO GHO
LAO,,2014,,MDG_0000000001,,WHO GHO
ISL,,2018,,MDG_0000000001,,WHO GHO
NAM,,2020,,MDG_0000000001,,WHO GHO
AUT,,2001,,MDG_0000000001,,WHO GHO
UNSDG_EUROPENORTHERNAMR,,2003,,MDG_0000000001,,WHO GHO
UGA,,2013,,MDG_0000000001,,WHO GHO
ESP,,2007,,MDG_0000000001,,WHO GHO
UNICEFREGIONSA,,2011,,MDG_0000000001,,WHO GHO
BLZ,,2021,,MDG_0000000001,,WHO GHO
MCO,,2015,,MDG_0000000001,,WHO GHO
UGA,,2002,,MDG_0000000001,,WHO GHO
RWA,,2019,,MDG_0000000001,,WHO GHO
KEN,,2008,,MDG_0000000001,,WHO GHO
ARM,,2009,,MDG_0000000001,,WHO GHO
MOZ,,2022,,MDG_0000000001,,WHO GHO
DOM,,2009,,MDG_0000000001,,WHO GHO
EGY,,2009,,MDG_0000000001,,WHO GHO
GRC,,2010,,MDG_0000000001,,WHO GHO
SEAR,,2011,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIA,,2021,,MDG_0000000001,,WHO GHO
CIV,,2014,,MDG_0000000001,,WHO GHO
NRU,,2012,,MDG_0000000001,,WHO GHO
GNB,,2005,,MDG_0000000001,,WHO GHO
UNSDG_SUBSAHARANAFRICA,,2009,,MDG_0000000001,,WHO GHO
BGR,,2008,,MDG_0000000001,,WHO GHO
UNICEF_ESARO,,2020,,MDG_0000000001,,WHO GHO
LTU,,2005,,MDG_0000000001,,WHO GHO
QAT,,2017,,MDG_0000000001,,WHO GHO
JOR,,2021,,MDG_0000000001,,WHO GHO
BHR,,2019,,MDG_0000000001,,WHO GHO
LCA,,2002,,MDG_0000000001,,WHO GHO
MRT,,2009,,MDG_0000000001,,WHO GHO
BLZ,,2022,,MDG_0000000001,,WHO GHO
NLD,,2006,,MDG_0000000001,,WHO GHO
FSM,,2006,,MDG_0000000001,,WHO GHO
UKR,,2009,,MDG_0000000001,,WHO GHO
PAK,,2016,,MDG_0000000001,,WHO GHO
CYP,,2002,,MDG_0000000001,,WHO GHO
BLZ,,2014,,MDG_0000000001,,WHO GHO
LTU,,2022,,MDG_0000000001,,WHO GHO
PHL,,2016,,MDG_0000000001,,WHO GHO
LSO,,2021,,MDG_0000000001,,WHO GHO
ECU,,2000,,MDG_0000000001,,WHO GHO
AGO,,2006,,MDG_0000000001,,WHO GHO
ERI,,2005,,MDG_0000000001,,WHO GHO
NRU,,2018,,MDG_0000000001,,WHO GHO
UNSDG_EASTERNASIA,,2012,,MDG_0000000001,,WHO GHO
IDN,,2012,,MDG_0000000001,,WHO GHO
PHL,,2005,,MDG_0000000001,,WHO GHO
TCD,,2018,,MDG_0000000001,,WHO GHO
DOM,,2017,,MDG_0000000001,,WHO GHO
NIC,,2022,,MDG_0000000001,,WHO GHO
UNSDG_LAC,,2010,,MDG_0000000001,,WHO GHO
QAT,,2017,,MDG_0000000001,,WHO GHO
EST,,2009,,MDG_0000000001,,WHO GHO
TUN,,2013,,MDG_0000000001,,WHO GHO
PSE,,2007,,MDG_0000000001,,WHO GHO
IND,,2023,,MDG_0000000001,,WHO GHO
LBN,,2018,,MDG_0000000001,,WHO GHO
DEU,,2013,,MDG_0000000001,,WHO GHO
SYC,,2018,,MDG_0000000001,,WHO GHO
DEU,,2015,,MDG_0000000001,,WHO GHO
VGB,,2016,,MDG_0000000001,,WHO GHO
UNICEFREGIONSSA,,2009,,MDG_0000000001,,WHO GHO
LAO,,2004,,MDG_0000000001,,WHO GHO
MUS,,2008,,MDG_0000000001,,WHO GHO
LBY,,2008,,MDG_0000000001,,WHO GHO
ZMB,,2010,,MDG_0000000001,,WHO GHO
ZAF,,2016,,MDG_0000000001,,WHO GHO
ROU,,2016,,MDG_0000000001,,WHO GHO
MMR,,2023,,MDG_0000000001,,WHO GHO
NGA,,2017,,MDG_0000000001,,WHO GHO
UNSDG_SOUTHEASTERNASIA,,2020,,MDG_0000000001,,WHO GHO
AND,,2013,,MDG_0000000001,,WHO GHO
UKR,,2000,,MDG_0000000001,,WHO GHO
UNICEFREGIONEECA,,2009,,MDG_0000000001,,WHO GHO
STP,,2004,,MDG_0000000001,,WHO GHO
NRU,,2020,,MDG_0000000001,,WHO GHO
CIV,,2009,,MDG_0000000001,,WHO GHO
PNG,,2002,,MDG_0000000001,,WHO GHO
KHM,,2003,,MDG_0000000001,,WHO GHO
UZB,,2020,,MDG_0000000001,,WHO GHO
ETH,,2011,,MDG_0000000001,,WHO GHO
MDG,,2012,,MDG_0000000001,,WHO GHO
DMA,,2021,,MDG_0000000001,,WHO GHO
FSM,,2013,,MDG_0000000001,,WHO GHO
CIV,,2005,,MDG_0000000001,,WHO GHO
ETH,,2011,,MDG_0000000001,,WHO GHO
SOM,,2003,,MDG_0000000001,,WHO GHO
UNICEFREGIONESA,,2009,,MDG_0000000001,,WHO GHO
BHR,,2008,,MDG_0000000001,,WHO GHO
LBR,,2019,,MDG_0000000001,,WHO GHO
TCA,,2009,,MDG_0000000001,,WHO GHO
SLB,,2015,,MDG_0000000001,,WHO GHO
MLI,,2023,,MDG_0000000001,,WHO GHO
UNICEFREGIONLAC,,2003,,MDG_0000000001,,WHO GHO
NPL,,2001,,MDG_0000000001,,WHO GHO
MLI,,2003,,MDG_0000000001,,WHO GHO
SRB,,2021,,MDG_0000000001,,WHO GHO
ARM,,2001,,MDG_0000000001,,WHO GHO
GEO,,2005,,MDG_0000000001,,WHO GHO
BEN,,2016,,MDG_0000000001,,WHO GHO
NIC,,2007,,MDG_0000000001,,WHO GHO
BRN,,2012,,MDG_0000000001,,WHO GHO
LBN,,2013,,MDG_0000000001,,WHO GHO
BRN,,2023,,MDG_0000000001,,WHO GHO
IRL,,2016,,MDG_0000000001,,WHO GHO
MUS,,2021,,MDG_0000000001,,WHO GHO
EMR,,2008,,MDG_0000000001,,WHO GHO
GHA,,2008,,MDG_0000000001,,WHO GHO
BTN,,2012,,MDG_0000000001,,WHO GHO
AMR,,2016,,MDG_0000000001,,WHO GHO
BRA,,2016,,MDG_0000000001,,WHO GHO
WB_LI,,2006,,MDG_0000000001,,WHO GHO
UNICEFREGIONMENA,,2015,,MDG_0000000001,,WHO GHO
UNSDG_OCEANIA,,2022,,MDG_0000000001,,WHO GHO
UNSDG_LLDC,,2012,,MDG_0000000001,,WHO GHO
VCT,,2021,,MDG_0000000001,,WHO GHO
DMA,,2023,,MDG_0000000001,,WHO GHO
SMR,,2008,,MDG_0000000001,,WHO GHO
GMB,,2022,,MDG_0000000001,,WHO GHO
GRC,,2016,,MDG_0000000001,,WHO GHO
MLI,,2019,,MDG_0000000001,,WHO GHO
URY,,2001,,MDG_0000000001,,WHO GHO
VNM,,2019,,MDG_0000000001,,WHO GHO
MEX,,2012,,MDG_0000000001,,WHO GHO
DZA,,2018,,MDG_0000000001,,WHO GHO
ARE,,2018,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIANORTHERNAFR,,2018,,MDG_0000000001,,WHO GHO
SEAR,,2014,,MDG_0000000001,,WHO GHO
SLB,,2014,,MDG_0000000001,,WHO GHO
KAZ,,2007,,MDG_0000000001,,WHO GHO
BEN,,2005,,MDG_0000000001,,WHO GHO
PSE,,2017,,MDG_0000000001,,WHO GHO
EUR,,2011,,MDG_0000000001,,WHO GHO
MUS,,2012,,MDG_0000000001,,WHO GHO
TCA,,2020,,MDG_0000000001,,WHO GHO
SYC,,2002,,MDG_0000000001,,WHO GHO
TUR,,2011,,MDG_0000000001,,WHO GHO
ESP,,2010,,MDG_0000000001,,WHO GHO
ALB,,2000,,MDG_0000000001,,WHO GHO
LSO,,2016,,MDG_0000000001,,WHO GHO
TJK,,2013,,MDG_0000000001,,WHO GHO
CAN,,2010,,MDG_0000000001,,WHO GHO
PER,,2018,,MDG_0000000001,,WHO GHO
BRA,,2012,,MDG_0000000001,,WHO GHO
RWA,,2017,,MDG_0000000001,,WHO GHO
RUS,,2017,,MDG_0000000001,,WHO GHO
AZE,,2018,,MDG_0000000001,,WHO GHO
ALB,,2007,,MDG_0000000001,,WHO GHO
SYR,,2019,,MDG_0000000001,,WHO GHO
BWA,,2002,,MDG_0000000001,,WHO GHO
VCT,,2004,,MDG_0000000001,,WHO GHO
VGB,,2011,,MDG_0000000001,,WHO GHO
KGZ,,2012,,MDG_0000000001,,WHO GHO
GIN,,2001,,MDG_0000000001,,WHO GHO
HRV,,2021,,MDG_0000000001,,WHO GHO
ISR,,2020,,MDG_0000000001,,WHO GHO
BOL,,2009,,MDG_0000000001,,WHO GHO
UNICEF_ECARO,,2011,,MDG_0000000001,,WHO GHO
UNICEFREGIONEAC,,2016,,MDG_0000000001,,WHO GHO
HRV,,2010,,MDG_0000000001,,WHO GHO
ZMB,,2007,,MDG_0000000001,,WHO GHO
COM,,2013,,MDG_0000000001,,WHO GHO
MHL,,2019,,MDG_0000000001,,WHO GHO
RWA,,2010,,MDG_0000000001,,WHO GHO
GNB,,2023,,MDG_0000000001,,WHO GHO
TUR,,2002,,MDG_0000000001,,WHO GHO
UKR,,2002,,MDG_0000000001,,WHO GHO
SYR,,2023,,MDG_0000000001,,WHO GHO
GNQ,,2016,,MDG_0000000001,,WHO GHO
SDN,,2014,,MDG_0000000001,,WHO GHO
SYC,,2021,,MDG_0000000001,,WHO GHO
UNSDG_WESTERNASIA,,2002,,MDG_0000000001,,WHO GHO
NOR,,2008,,MDG_0000000001,,WHO GHO
WPR,,2020,,MDG_0000000001,,WHO GHO
